NewVehicleRef,Timestamp_x,segment_id,HalfHourly,intersections_y,busstops_y,DayOfWeek_y,Holiday_y,BusLane_y,AvgSpeed
MTA NYCT_6772_1,2018-04-07 17:02:37-04:00,6,2,9,3,6,1,False,2.61927835052
MTA NYCT_6772_1,2018-04-09 17:43:05-04:00,6,3,9,3,1,0,True,1.77003952569
MTA NYCT_6772_1,2018-04-10 16:49:35-04:00,6,1,9,3,2,0,True,2.13231884058
MTA NYCT_6773_1,2018-04-06 16:00:26-04:00,2,0,15,5,5,0,True,1.87622641509
MTA NYCT_6773_1,2018-04-06 16:08:54-04:00,3,0,16,6,5,0,True,1.96947552448
MTA NYCT_6773_1,2018-04-06 16:19:29-04:00,4,0,9,1,5,0,True,1.3527486911
MTA NYCT_6773_1,2018-04-06 16:26:23-04:00,5,0,8,3,5,0,True,2.62761290323
MTA NYCT_6773_1,2018-04-06 16:29:30-04:00,6,0,9,3,5,0,True,1.94482142857
MTA NYCT_6774_1,2018-04-06 16:00:25-04:00,3,0,16,6,5,0,True,1.58875
MTA NYCT_6774_1,2018-04-06 16:02:01-04:00,4,0,9,1,5,0,True,1.85052447552
MTA NYCT_6774_1,2018-04-06 16:07:19-04:00,5,0,8,3,5,0,True,2.78047619048
MTA NYCT_6774_1,2018-04-06 16:11:01-04:00,6,0,9,3,5,0,True,3.45302325581
MTA NYCT_6775_1,2018-04-10 17:32:08-04:00,1,3,11,4,2,0,True,3.97296875
MTA NYCT_6775_1,2018-04-11 19:17:03-04:00,1,6,11,4,3,0,False,4.54082278481
MTA NYCT_6775_1,2018-04-10 17:35:02-04:00,2,3,15,5,2,0,True,1.36593539704
MTA NYCT_6775_1,2018-04-11 19:20:12-04:00,2,6,15,5,3,0,False,3.6776284585
MTA NYCT_6775_1,2018-04-10 17:47:58-04:00,3,3,16,6,2,0,True,1.89696498054
MTA NYCT_6775_1,2018-04-11 19:24:57-04:00,3,6,16,6,3,0,False,2.66979539642
MTA NYCT_6775_1,2018-04-10 17:57:05-04:00,4,3,9,1,2,0,True,1.97852201258
MTA NYCT_6775_1,2018-04-11 19:32:00-04:00,4,7,9,1,3,0,False,2.23869047619
MTA NYCT_6775_1,2018-04-09 16:00:30-04:00,5,0,8,3,1,0,True,0.64942408377
MTA NYCT_6775_1,2018-04-10 18:03:27-04:00,5,4,8,3,2,0,True,2.716875
MTA NYCT_6775_1,2018-04-11 19:36:43-04:00,5,7,8,3,3,0,False,1.99686098655
MTA NYCT_6775_1,2018-04-09 16:04:14-04:00,6,0,9,3,1,0,True,2.38256281407
MTA NYCT_6775_1,2018-04-10 18:07:10-04:00,6,4,9,3,2,0,True,2.08525773196
MTA NYCT_6775_1,2018-04-11 19:41:30-04:00,6,7,9,3,3,0,False,0.0455208333333
MTA NYCT_6776_1,2018-04-08 16:38:14-04:00,1,1,11,4,7,1,False,5.13961832061
MTA NYCT_6776_1,2018-04-10 16:00:14-04:00,1,0,11,4,2,0,True,0.70859375
MTA NYCT_6776_1,2018-04-11 17:33:49-04:00,1,3,11,4,3,0,True,0.928073394495
MTA NYCT_6776_1,2018-04-08 16:40:58-04:00,2,1,15,5,7,1,False,2.11288713911
MTA NYCT_6776_1,2018-04-10 16:01:49-04:00,2,0,15,5,2,0,True,2.4446701847
MTA NYCT_6776_1,2018-04-11 17:47:03-04:00,2,3,15,5,3,0,True,1.99646365422
MTA NYCT_6776_1,2018-04-08 16:47:52-04:00,3,1,16,6,7,1,False,2.87826315789
MTA NYCT_6776_1,2018-04-10 16:08:41-04:00,3,0,16,6,2,0,True,1.68056962025
MTA NYCT_6776_1,2018-04-11 17:56:36-04:00,3,3,16,6,3,0,True,2.39025210084
MTA NYCT_6776_1,2018-04-08 16:54:44-04:00,4,1,9,1,7,1,False,5.86020833333
MTA NYCT_6776_1,2018-04-10 16:19:45-04:00,4,0,9,1,2,0,True,2.02546875
MTA NYCT_6776_1,2018-04-11 18:05:03-04:00,4,4,9,1,3,0,True,2.36540880503
MTA NYCT_6776_1,2018-04-08 16:57:24-04:00,5,1,8,3,7,1,False,3.08270440252
MTA NYCT_6776_1,2018-04-09 16:00:21-04:00,5,0,8,3,1,0,True,1.0977972028
MTA NYCT_6776_1,2018-04-10 16:24:32-04:00,5,0,8,3,2,0,True,1.46110526316
MTA NYCT_6776_1,2018-04-11 18:08:15-04:00,5,4,8,3,3,0,True,1.52177142857
MTA NYCT_6776_1,2018-04-08 17:01:07-04:00,6,2,9,3,7,1,False,3.27598425197
MTA NYCT_6776_1,2018-04-09 16:05:39-04:00,6,0,9,3,1,0,True,3.43614173228
MTA NYCT_6776_1,2018-04-10 16:28:14-04:00,6,0,9,3,2,0,True,0.960988142292
MTA NYCT_6776_1,2018-04-11 18:14:36-04:00,6,4,9,3,3,0,True,
MTA NYCT_6777_1,2018-04-06 16:39:53-04:00,1,1,11,4,5,0,True,3.68819095477
MTA NYCT_6777_1,2018-04-09 16:57:37-04:00,1,1,11,4,1,0,True,4.35633587786
MTA NYCT_6777_1,2018-04-11 17:15:41-04:00,1,2,11,4,3,0,True,0.572491987179
MTA NYCT_6777_1,2018-04-12 16:00:31-04:00,1,0,11,4,4,0,True,2.3115625
MTA NYCT_6777_1,2018-04-06 16:43:43-04:00,2,1,15,5,5,0,True,1.70198786039
MTA NYCT_6777_1,2018-04-09 17:00:21-04:00,2,2,15,5,1,0,True,2.48645244216
MTA NYCT_6777_1,2018-04-11 17:37:02-04:00,2,3,15,5,3,0,True,2.79997395833
MTA NYCT_6777_1,2018-04-12 16:03:10-04:00,2,0,15,5,4,0,True,2.24690909091
MTA NYCT_6777_1,2018-04-06 16:55:14-04:00,3,1,16,6,5,0,True,2.00435448578
MTA NYCT_6777_1,2018-04-09 17:07:34-04:00,3,2,16,6,1,0,True,2.33629186603
MTA NYCT_6777_1,2018-04-11 17:44:31-04:00,3,3,16,6,3,0,True,2.42305856833
MTA NYCT_6777_1,2018-04-12 16:10:08-04:00,3,0,16,6,4,0,True,2.1585840708
MTA NYCT_6777_1,2018-04-06 17:03:34-04:00,4,2,9,1,5,0,True,1.89393700787
MTA NYCT_6777_1,2018-04-09 17:15:04-04:00,4,2,9,1,1,0,True,1.80893063584
MTA NYCT_6777_1,2018-04-11 17:52:44-04:00,4,3,9,1,3,0,True,2.02328888889
MTA NYCT_6777_1,2018-04-12 16:21:07-04:00,4,0,9,1,4,0,True,1.47185185185
MTA NYCT_6777_1,2018-04-06 17:08:21-04:00,5,2,8,3,5,0,True,1.61732394366
MTA NYCT_6777_1,2018-04-09 17:21:56-04:00,5,2,8,3,1,0,True,1.38917613636
MTA NYCT_6777_1,2018-04-11 17:57:33-04:00,5,3,8,3,3,0,True,1.22693506494
MTA NYCT_6777_1,2018-04-12 16:24:21-04:00,5,0,8,3,4,0,True,2.03149484536
MTA NYCT_6777_1,2018-04-06 17:13:39-04:00,6,2,9,3,5,0,True,1.74761904762
MTA NYCT_6777_1,2018-04-09 17:28:21-04:00,6,2,9,3,1,0,True,0.936099706745
MTA NYCT_6777_1,2018-04-11 18:04:29-04:00,6,4,9,3,3,0,True,1.99150442478
MTA NYCT_6777_1,2018-04-12 16:28:07-04:00,6,0,9,3,4,0,True,1.48957703927
MTA NYCT_6778_1,2018-04-06 19:41:05-04:00,1,7,11,4,5,0,False,2.31996884735
MTA NYCT_6778_1,2018-04-09 16:12:49-04:00,1,0,11,4,1,0,True,3.39205357143
MTA NYCT_6778_1,2018-04-12 19:17:29-04:00,1,6,11,4,4,0,False,2.55575862069
MTA NYCT_6778_1,2018-04-06 19:46:58-04:00,2,7,15,5,5,0,False,2.79705382436
MTA NYCT_6778_1,2018-04-09 16:17:04-04:00,2,0,15,5,1,0,True,2.46506527415
MTA NYCT_6778_1,2018-04-12 19:22:51-04:00,2,6,15,5,4,0,False,2.70962962963
MTA NYCT_6778_1,2018-04-06 19:53:23-04:00,3,7,16,6,5,0,False,3.39845614035
MTA NYCT_6778_1,2018-04-09 16:23:58-04:00,3,0,16,6,1,0,True,1.84601652893
MTA NYCT_6778_1,2018-04-10 16:00:00-04:00,3,0,16,6,2,0,True,1.61377016129
MTA NYCT_6778_1,2018-04-12 19:29:45-04:00,3,6,16,6,4,0,False,2.34096629213
MTA NYCT_6778_1,2018-04-06 19:58:40-04:00,4,7,9,1,5,0,False,1.33507936508
MTA NYCT_6778_1,2018-04-09 16:34:34-04:00,4,1,9,1,1,0,True,0.721616954474
MTA NYCT_6778_1,2018-04-10 16:08:48-04:00,4,0,9,1,2,0,True,1.90426791277
MTA NYCT_6778_1,2018-04-12 19:37:42-04:00,4,7,9,1,4,0,False,2.55712041885
MTA NYCT_6778_1,2018-04-09 16:45:43-04:00,5,1,8,3,1,0,True,2.20037735849
MTA NYCT_6778_1,2018-04-10 16:14:41-04:00,5,0,8,3,2,0,True,1.8972265625
MTA NYCT_6778_1,2018-04-12 19:41:25-04:00,5,7,8,3,4,0,False,2.3979245283
MTA NYCT_6778_1,2018-04-07 16:00:00-04:00,6,0,9,3,6,1,False,2.29296875
MTA NYCT_6778_1,2018-04-09 16:48:54-04:00,6,1,9,3,1,0,True,1.42087227414
MTA NYCT_6778_1,2018-04-10 16:19:28-04:00,6,0,9,3,2,0,True,0.970294117647
MTA NYCT_6778_1,2018-04-12 19:44:36-04:00,6,7,9,3,4,0,False,1.83931937173
MTA NYCT_6778_2,2018-04-07 18:21:46-04:00,1,4,11,4,6,1,False,3.87953367876
MTA NYCT_6778_2,2018-04-07 18:25:31-04:00,2,4,15,5,6,1,False,2.62656324582
MTA NYCT_6778_2,2018-04-07 18:33:33-04:00,3,5,16,6,6,1,False,0.526802083333
MTA NYCT_6778_2,2018-04-07 19:24:51-04:00,6,6,9,3,6,1,False,2.16480620155
MTA NYCT_6779_1,2018-04-06 16:24:39-04:00,1,0,11,4,5,0,True,2.36043613707
MTA NYCT_6779_1,2018-04-08 18:20:18-04:00,1,4,11,4,7,1,False,4.13671875
MTA NYCT_6779_1,2018-04-11 16:00:29-04:00,1,0,11,4,3,0,True,0.456098790323
MTA NYCT_6779_1,2018-04-06 16:30:32-04:00,2,1,15,5,5,0,True,1.99836144578
MTA NYCT_6779_1,2018-04-08 18:22:59-04:00,2,4,15,5,7,1,False,6.11931677019
MTA NYCT_6779_1,2018-04-11 16:17:34-04:00,2,0,15,5,3,0,True,1.54525170068
MTA NYCT_6779_1,2018-04-12 16:00:28-04:00,2,0,15,5,4,0,True,3.78625
MTA NYCT_6779_1,2018-04-06 16:40:42-04:00,3,1,16,6,5,0,True,2.08556547619
MTA NYCT_6779_1,2018-04-08 18:26:47-04:00,3,4,16,6,7,1,False,3.24942528736
MTA NYCT_6779_1,2018-04-11 16:30:21-04:00,3,1,16,6,3,0,True,2.20137524558
MTA NYCT_6779_1,2018-04-12 16:03:27-04:00,3,0,16,6,4,0,True,2.02899761337
MTA NYCT_6779_1,2018-04-06 16:46:51-04:00,4,1,9,1,5,0,True,1.38570987654
MTA NYCT_6779_1,2018-04-08 18:33:06-04:00,4,5,9,1,7,1,False,3.15791666667
MTA NYCT_6779_1,2018-04-11 16:40:38-04:00,4,1,9,1,3,0,True,1.43370262391
MTA NYCT_6779_1,2018-04-12 16:10:58-04:00,4,0,9,1,4,0,True,1.88824451411
MTA NYCT_6779_1,2018-04-06 16:54:06-04:00,5,1,8,3,5,0,True,1.59715384615
MTA NYCT_6779_1,2018-04-08 18:35:14-04:00,5,5,8,3,7,1,False,2.84672955975
MTA NYCT_6779_1,2018-04-11 16:46:52-04:00,5,1,8,3,3,0,True,2.25151515152
MTA NYCT_6779_1,2018-04-12 16:16:49-04:00,5,0,8,3,4,0,True,1.71768888889
MTA NYCT_6779_1,2018-04-06 16:56:48-04:00,6,1,9,3,5,0,True,1.29285714286
MTA NYCT_6779_1,2018-04-08 18:38:24-04:00,6,5,9,3,7,1,False,1.11873684211
MTA NYCT_6779_1,2018-04-11 16:51:15-04:00,6,1,9,3,3,0,True,2.7065060241
MTA NYCT_6779_1,2018-04-12 16:21:07-04:00,6,0,9,3,4,0,True,1.81658730159
MTA NYCT_6780_1,2018-04-06 18:14:02-04:00,1,4,11,4,5,0,True,3.93427672956
MTA NYCT_6780_1,2018-04-09 19:06:39-04:00,1,6,11,4,1,0,False,9.67079365079
MTA NYCT_6780_1,2018-04-10 16:54:46-04:00,1,1,11,4,2,0,True,2.57100694444
MTA NYCT_6780_1,2018-04-06 18:17:12-04:00,2,4,15,5,5,0,True,2.13365384615
MTA NYCT_6780_1,2018-04-09 19:08:14-04:00,2,6,15,5,1,0,False,4.30004464286
MTA NYCT_6780_1,2018-04-10 17:00:07-04:00,2,2,15,5,2,0,True,2.36409326425
MTA NYCT_6780_1,2018-04-06 18:25:13-04:00,3,4,16,6,5,0,True,2.40100409836
MTA NYCT_6780_1,2018-04-09 19:13:01-04:00,3,6,16,6,1,0,False,2.33513812155
MTA NYCT_6780_1,2018-04-10 17:07:05-04:00,3,2,16,6,2,0,True,1.96332103321
MTA NYCT_6780_1,2018-04-06 18:34:24-04:00,4,5,9,1,5,0,True,3.8840625
MTA NYCT_6780_1,2018-04-09 19:19:35-04:00,4,6,9,1,1,0,False,2.81010526316
MTA NYCT_6780_1,2018-04-10 17:16:42-04:00,4,2,9,1,2,0,True,1.6054985755
MTA NYCT_6780_1,2018-04-06 18:37:04-04:00,5,5,8,3,5,0,True,1.85020725389
MTA NYCT_6780_1,2018-04-09 19:24:21-04:00,5,6,8,3,1,0,False,2.03556053812
MTA NYCT_6780_1,2018-04-10 17:23:04-04:00,5,2,8,3,2,0,True,1.70285714286
MTA NYCT_6780_1,2018-04-06 18:40:49-04:00,6,5,9,3,5,0,True,3.97821052632
MTA NYCT_6780_1,2018-04-09 19:28:36-04:00,6,6,9,3,1,0,False,2.11899371069
MTA NYCT_6780_1,2018-04-10 17:28:22-04:00,6,2,9,3,2,0,True,2.13677083333
MTA NYCT_6781_1,2018-04-06 16:08:23-04:00,1,0,11,4,5,0,True,2.35624605678
MTA NYCT_6781_1,2018-04-11 16:00:05-04:00,1,0,11,4,3,0,True,0.409764397906
MTA NYCT_6781_1,2018-04-12 17:08:10-04:00,1,2,11,4,4,0,True,2.83011811024
MTA NYCT_6781_1,2018-04-06 16:14:10-04:00,2,0,15,5,5,0,True,1.80208888889
MTA NYCT_6781_1,2018-04-10 16:44:12-04:00,2,1,15,5,2,0,True,2.1592476489
MTA NYCT_6781_1,2018-04-11 16:06:59-04:00,2,0,15,5,3,0,True,1.50663338088
MTA NYCT_6781_1,2018-04-12 17:12:55-04:00,2,2,15,5,4,0,True,2.23106029106
MTA NYCT_6781_1,2018-04-06 16:22:11-04:00,3,0,16,6,5,0,True,2.25663697105
MTA NYCT_6781_1,2018-04-10 16:50:36-04:00,3,1,16,6,2,0,True,1.73684375
MTA NYCT_6781_1,2018-04-11 16:19:12-04:00,3,0,16,6,3,0,False,0.0924681543048
MTA NYCT_6781_1,2018-04-12 17:22:00-04:00,3,2,16,6,4,0,True,1.72883830455
MTA NYCT_6781_1,2018-04-06 16:30:12-04:00,4,1,9,1,5,0,True,2.13602787456
MTA NYCT_6781_1,2018-04-10 17:01:47-04:00,4,2,9,1,2,0,True,2.45131004367
MTA NYCT_6781_1,2018-04-11 19:24:13-04:00,4,6,9,1,3,0,True,-0.0493490898694
MTA NYCT_6781_1,2018-04-12 17:33:10-04:00,4,3,9,1,4,0,True,1.79867132867
MTA NYCT_6781_1,2018-04-06 16:35:32-04:00,5,1,8,3,5,0,True,0.417373572594
MTA NYCT_6781_1,2018-04-10 17:06:08-04:00,5,2,8,3,2,0,True,1.984375
MTA NYCT_6781_1,2018-04-11 16:29:52-04:00,5,0,8,3,3,0,False,0.0466056648887
MTA NYCT_6781_1,2018-04-12 17:38:28-04:00,5,3,8,3,4,0,True,1.03136268344
MTA NYCT_6781_1,2018-04-06 16:46:19-04:00,6,1,9,3,5,0,True,2.26731707317
MTA NYCT_6781_1,2018-04-10 17:10:23-04:00,6,2,9,3,2,0,True,2.01860824742
MTA NYCT_6781_1,2018-04-11 16:34:08-04:00,6,1,9,3,3,0,True,1.69523560209
MTA NYCT_6781_1,2018-04-12 17:46:56-04:00,6,3,9,3,4,0,True,4.60708333333
MTA NYCT_6782_1,2018-04-08 19:52:30-04:00,1,7,11,4,7,1,False,1.12727272727
MTA NYCT_6782_1,2018-04-08 19:54:09-04:00,2,7,15,5,7,1,False,6.13321428571
MTA NYCT_6782_1,2018-04-08 19:57:01-04:00,3,7,16,6,7,1,False,4.6611875
MTA NYCT_6783_1,2018-04-08 17:47:26-04:00,1,3,11,4,7,1,False,4.57730769231
MTA NYCT_6783_1,2018-04-10 16:00:41-04:00,1,0,11,4,2,0,True,1.96455026455
MTA NYCT_6783_1,2018-04-08 17:50:07-04:00,2,3,15,5,7,1,False,3.44493006993
MTA NYCT_6783_1,2018-04-10 16:07:32-04:00,2,0,15,5,2,0,True,1.9406918239
MTA NYCT_6783_1,2018-04-08 17:55:26-04:00,3,3,16,6,7,1,False,3.13305882353
MTA NYCT_6783_1,2018-04-10 16:16:01-04:00,3,0,16,6,2,0,True,1.89814814815
MTA NYCT_6783_1,2018-04-08 18:00:13-04:00,4,4,9,1,7,1,False,2.63367713004
MTA NYCT_6783_1,2018-04-10 16:25:32-04:00,4,0,9,1,2,0,True,2.66904977376
MTA NYCT_6783_1,2018-04-08 18:05:00-04:00,5,4,8,3,7,1,False,5.19828125
MTA NYCT_6783_1,2018-04-10 16:30:17-04:00,5,1,8,3,2,0,True,2.3664556962
MTA NYCT_6783_1,2018-04-08 18:07:08-04:00,6,4,9,3,7,1,False,1.67968911917
MTA NYCT_6783_1,2018-04-10 16:33:59-04:00,6,1,9,3,2,0,True,1.81860103627
MTA NYCT_6784_1,2018-04-06 18:17:39-04:00,1,4,11,4,5,0,True,3.20834196891
MTA NYCT_6784_1,2018-04-07 16:59:30-04:00,1,1,11,4,6,1,False,3.54134020619
MTA NYCT_6784_1,2018-04-06 18:21:24-04:00,2,4,15,5,5,0,True,3.0115862069
MTA NYCT_6784_1,2018-04-07 17:01:40-04:00,2,2,15,5,6,1,False,2.47447643979
MTA NYCT_6784_1,2018-04-06 18:26:46-04:00,3,4,16,6,5,0,True,1.81100732601
MTA NYCT_6784_1,2018-04-07 17:08:34-04:00,3,2,16,6,6,1,False,2.46987341772
MTA NYCT_6784_1,2018-04-11 16:00:11-04:00,3,0,16,6,3,0,True,0.891875
MTA NYCT_6784_1,2018-04-12 16:00:25-04:00,3,0,16,6,4,0,True,0.773018018018
MTA NYCT_6784_1,2018-04-06 18:36:23-04:00,4,5,9,1,5,0,True,2.235703125
MTA NYCT_6784_1,2018-04-07 17:16:30-04:00,4,2,9,1,6,1,False,2.37486607143
MTA NYCT_6784_1,2018-04-11 16:01:46-04:00,4,0,9,1,3,0,True,1.80239382239
MTA NYCT_6784_1,2018-04-12 16:04:39-04:00,4,0,9,1,4,0,True,2.32684210526
MTA NYCT_6784_1,2018-04-06 18:41:12-04:00,5,5,8,3,5,0,True,0.867177700348
MTA NYCT_6784_1,2018-04-07 17:21:17-04:00,5,2,8,3,6,1,False,2.68945736434
MTA NYCT_6784_1,2018-04-09 16:00:13-04:00,5,0,8,3,1,0,True,1.19031496063
MTA NYCT_6784_1,2018-04-11 16:06:37-04:00,5,0,8,3,3,0,True,1.75427835052
MTA NYCT_6784_1,2018-04-12 16:08:21-04:00,5,0,8,3,4,0,True,0.993928571429
MTA NYCT_6784_1,2018-04-06 18:46:30-04:00,6,5,9,3,5,0,True,1.54241245136
MTA NYCT_6784_1,2018-04-07 17:23:59-04:00,6,2,9,3,6,1,False,1.71211538462
MTA NYCT_6784_1,2018-04-09 16:02:53-04:00,6,0,9,3,1,0,True,1.95738219895
MTA NYCT_6784_1,2018-04-11 16:10:23-04:00,6,0,9,3,3,0,True,1.9277826087
MTA NYCT_6784_1,2018-04-12 16:16:48-04:00,6,0,9,3,4,0,True,2.00937219731
MTA NYCT_6784_2,2018-04-09 18:37:54-04:00,1,5,11,4,1,0,True,3.50669642857
MTA NYCT_6784_2,2018-04-09 18:42:09-04:00,2,5,15,5,1,0,True,2.61431428571
MTA NYCT_6784_2,2018-04-09 18:49:03-04:00,3,5,16,6,1,0,True,2.21785575049
MTA NYCT_6784_2,2018-04-09 18:58:08-04:00,4,5,9,1,1,0,False,4.27598425197
MTA NYCT_6784_2,2018-04-09 19:00:48-04:00,5,6,8,3,1,0,False,3.20689922481
MTA NYCT_6784_2,2018-04-09 19:04:00-04:00,6,6,9,3,1,0,False,1.10358885017
MTA NYCT_6786_1,2018-04-12 16:08:27-04:00,1,0,11,4,4,0,True,2.43635416667
MTA NYCT_6786_1,2018-04-12 16:13:47-04:00,2,0,15,5,4,0,True,1.84488734835
MTA NYCT_6786_1,2018-04-12 16:23:57-04:00,3,0,16,6,4,0,True,1.90440074906
MTA NYCT_6786_1,2018-04-12 16:33:24-04:00,4,1,9,1,4,0,True,1.73205607477
MTA NYCT_6786_1,2018-04-12 16:39:16-04:00,5,1,8,3,4,0,True,0.960208333333
MTA NYCT_6786_1,2018-04-12 16:46:43-04:00,6,1,9,3,4,0,True,1.9439375
MTA NYCT_6787_1,2018-04-11 16:37:42-04:00,3,1,16,6,3,0,True,3.49245059289
MTA NYCT_6787_1,2018-04-11 16:42:27-04:00,4,1,9,1,3,0,True,1.99491452991
MTA NYCT_6787_1,2018-04-11 16:46:53-04:00,5,1,8,3,3,0,True,3.59554455446
MTA NYCT_6787_1,2018-04-11 16:49:06-04:00,6,1,9,3,3,0,True,2.4177486911
MTA NYCT_6789_1,2018-04-07 17:42:32-04:00,1,3,11,4,6,1,False,3.85722513089
MTA NYCT_6789_1,2018-04-09 16:00:21-04:00,1,0,11,4,1,0,True,1.73330188679
MTA NYCT_6789_1,2018-04-07 17:46:46-04:00,2,3,15,5,6,1,False,2.30361256545
MTA NYCT_6789_1,2018-04-09 16:06:12-04:00,2,0,15,5,1,0,True,1.69323987539
MTA NYCT_6789_1,2018-04-07 17:53:40-04:00,3,3,16,6,6,1,False,1.00211167513
MTA NYCT_6789_1,2018-04-09 16:17:26-04:00,3,0,16,6,1,0,True,1.83305147059
MTA NYCT_6789_1,2018-04-09 16:27:03-04:00,4,0,9,1,1,0,True,2.25055776892
MTA NYCT_6789_1,2018-04-09 16:31:45-04:00,5,1,8,3,1,0,True,2.02790909091
MTA NYCT_6789_1,2018-04-07 18:28:08-04:00,6,4,9,3,6,1,False,
MTA NYCT_6789_1,2018-04-09 16:35:56-04:00,6,1,9,3,1,0,True,1.63320512821
